x,y,z,atividade
-0.25,-0.26,0.50,Mouse
-0.25,-0.26,0.50,Mouse
-0.24,-0.25,0.51,Mouse
-0.26,-0.26,0.51,Mouse
-0.26,-0.28,0.50,Mouse
-0.26,-0.30,0.49,Mouse
-0.25,-0.24,0.51,Mouse
-0.26,-0.26,0.51,Mouse
-0.25,-0.25,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.25,-0.27,0.51,Mouse
-0.24,-0.27,0.51,Mouse
-0.25,-0.27,0.50,Mouse
-0.25,-0.27,0.51,Mouse
-0.24,-0.28,0.50,Mouse
-0.24,-0.27,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.24,-0.28,0.51,Mouse
-0.25,-0.27,0.51,Mouse
-0.26,-0.31,0.51,Mouse
-0.25,-0.28,0.51,Mouse
-0.24,-0.26,0.51,Mouse
-0.24,-0.27,0.52,Mouse
-0.24,-0.28,0.50,Mouse
-0.25,-0.26,0.51,Mouse
-0.23,-0.26,0.53,Mouse
-0.23,-0.22,0.51,Mouse
-0.25,-0.26,0.52,Mouse
-0.24,-0.26,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.24,-0.26,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.26,-0.27,0.50,Mouse
-0.24,-0.25,0.51,Mouse
-0.25,-0.28,0.51,Mouse
-0.22,-0.23,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.24,-0.26,0.51,Mouse
-0.24,-0.26,0.52,Mouse
-0.24,-0.27,0.51,Mouse
-0.24,-0.26,0.51,Mouse
-0.25,-0.26,0.51,Mouse
-0.24,-0.26,0.50,Mouse
-0.26,-0.27,0.50,Mouse
-0.25,-0.25,0.50,Mouse
-0.25,-0.25,0.51,Mouse
-0.24,-0.29,0.50,Mouse
-0.23,-0.34,0.49,Mouse
-0.26,-0.35,0.49,Mouse
-0.30,-0.25,0.50,Mouse
-0.29,-0.35,0.48,Mouse
-0.29,-0.30,0.49,Mouse
-0.30,-0.29,0.48,Mouse
-0.31,-0.31,0.47,Mouse
-0.31,-0.31,0.48,Mouse
-0.37,-0.35,0.43,Mouse
-0.19,-0.41,0.43,Mouse
-0.26,-0.33,0.47,Mouse
-0.28,-0.39,0.47,Mouse
-0.28,-0.40,0.45,Mouse
-0.29,-0.41,0.44,Mouse
-0.29,-0.40,0.45,Mouse
-0.30,-0.40,0.44,Mouse
-0.30,-0.42,0.43,Mouse
-0.30,-0.39,0.46,Mouse
-0.27,-0.38,0.47,Mouse
-0.24,-0.41,0.47,Mouse
-0.40,-0.53,0.44,Mouse
-0.30,-0.40,0.44,Mouse
-0.30,-0.41,0.44,Mouse
-0.32,-0.39,0.45,Mouse
-0.26,-0.36,0.47,Mouse
-0.30,-0.38,0.44,Mouse
-0.28,-0.39,0.45,Mouse
-0.28,-0.38,0.46,Mouse
-0.30,-0.37,0.45,Mouse
-0.32,-0.35,0.47,Mouse
-0.30,-0.36,0.46,Mouse
-0.29,-0.35,0.46,Mouse
-0.31,-0.36,0.46,Mouse
-0.30,-0.36,0.46,Mouse
-0.30,-0.36,0.47,Mouse
-0.29,-0.36,0.46,Mouse
-0.30,-0.35,0.46,Mouse
-0.30,-0.37,0.46,Mouse
-0.31,-0.37,0.45,Mouse
-0.36,-0.26,0.49,Mouse
-0.38,-0.21,0.48,Mouse
-0.36,-0.18,0.50,Mouse
-0.36,-0.25,0.48,Mouse
-0.35,-0.23,0.48,Mouse
-0.36,-0.26,0.47,Mouse
-0.33,-0.22,0.48,Mouse
-0.37,-0.22,0.48,Mouse
-0.36,-0.24,0.47,Mouse
-0.36,-0.27,0.48,Mouse
-0.36,-0.27,0.47,Mouse
-0.36,-0.24,0.47,Mouse
-0.36,-0.25,0.48,Mouse
-0.36,-0.23,0.48,Mouse
-0.36,-0.28,0.46,Mouse
-0.35,-0.25,0.49,Mouse
-0.36,-0.24,0.49,Mouse
-0.31,-0.20,0.51,Mouse
-0.31,-0.21,0.51,Mouse
-0.31,-0.18,0.50,Mouse
-0.31,-0.19,0.51,Mouse
-0.30,-0.21,0.51,Mouse
-0.30,-0.19,0.53,Mouse
-0.29,-0.19,0.51,Mouse
-0.29,-0.19,0.52,Mouse
-0.26,-0.15,0.54,Mouse
-0.27,-0.16,0.54,Mouse
-0.27,-0.17,0.53,Mouse
-0.26,-0.18,0.53,Mouse
-0.26,-0.19,0.53,Mouse
-0.27,-0.18,0.53,Mouse
-0.28,-0.19,0.53,Mouse
-0.27,-0.21,0.52,Mouse
-0.28,-0.20,0.50,Mouse
-0.27,-0.20,0.54,Mouse
-0.27,-0.20,0.53,Mouse
-0.28,-0.21,0.52,Mouse
-0.28,-0.20,0.52,Mouse
-0.28,-0.20,0.51,Mouse
-0.27,-0.20,0.52,Mouse
-0.27,-0.19,0.52,Mouse
-0.27,-0.19,0.52,Mouse
-0.22,-0.21,0.54,Mouse
-0.22,-0.26,0.52,Mouse
-0.17,-0.27,0.53,Mouse
-0.10,-0.27,0.54,Mouse
-0.08,-0.27,0.45,Mouse
-0.13,-0.22,0.56,Mouse
-0.18,-0.26,0.53,Mouse
-0.21,-0.25,0.53,Mouse
-0.21,-0.22,0.54,Mouse
-0.20,-0.24,0.54,Mouse
-0.21,-0.24,0.54,Mouse
-0.22,-0.27,0.52,Mouse
-0.23,-0.25,0.52,Mouse
-0.24,-0.32,0.52,Mouse
-0.19,-0.20,0.54,Mouse
-0.22,-0.20,0.53,Mouse
-0.22,-0.26,0.53,Mouse
-0.19,-0.25,0.53,Mouse
-0.21,-0.25,0.53,Mouse
-0.19,-0.28,0.53,Mouse
-0.21,-0.28,0.52,Mouse
-0.20,-0.30,0.51,Mouse
-0.19,-0.24,0.53,Mouse
-0.18,-0.31,0.52,Mouse
-0.19,-0.25,0.53,Mouse
-0.19,-0.26,0.51,Mouse
-0.18,-0.25,0.54,Mouse
-0.18,-0.25,0.54,Mouse
-0.18,-0.26,0.54,Mouse
-0.18,-0.27,0.53,Mouse
-0.19,-0.26,0.54,Mouse
-0.19,-0.26,0.54,Mouse
-0.18,-0.26,0.54,Mouse
-0.20,-0.26,0.53,Mouse
-0.19,-0.26,0.53,Mouse
-0.18,-0.26,0.52,Mouse
-0.18,-0.27,0.53,Mouse
-0.18,-0.27,0.53,Mouse
-0.19,-0.28,0.54,Mouse
-0.18,-0.27,0.53,Mouse
-0.18,-0.28,0.53,Mouse
-0.18,-0.27,0.53,Mouse
-0.19,-0.27,0.52,Mouse
-0.18,-0.26,0.52,Mouse
-0.19,-0.27,0.53,Mouse
-0.19,-0.28,0.53,Mouse
-0.19,-0.29,0.53,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.17,-0.25,0.53,Mouse
-0.19,-0.28,0.53,Mouse
-0.19,-0.28,0.53,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.18,-0.27,0.53,Mouse
-0.18,-0.28,0.53,Mouse
-0.20,-0.28,0.52,Mouse
-0.19,-0.23,0.53,Mouse
-0.20,-0.26,0.52,Mouse
-0.19,-0.27,0.53,Mouse
-0.18,-0.26,0.54,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.24,0.53,Mouse
-0.19,-0.27,0.53,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.29,0.53,Mouse
-0.20,-0.29,0.52,Mouse
-0.18,-0.27,0.53,Mouse
-0.17,-0.28,0.53,Mouse
-0.18,-0.27,0.53,Mouse
-0.19,-0.27,0.53,Mouse
-0.18,-0.28,0.52,Mouse
-0.19,-0.27,0.53,Mouse
-0.18,-0.27,0.54,Mouse
-0.19,-0.27,0.53,Mouse
-0.18,-0.27,0.54,Mouse
-0.19,-0.28,0.53,Mouse
-0.19,-0.28,0.53,Mouse
-0.19,-0.29,0.53,Mouse
-0.18,-0.28,0.52,Mouse
-0.18,-0.27,0.52,Mouse
-0.18,-0.26,0.55,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.30,0.53,Mouse
-0.19,-0.29,0.51,Mouse
-0.18,-0.30,0.51,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.19,-0.30,0.54,Mouse
-0.19,-0.28,0.53,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.28,0.52,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.29,0.53,Mouse
-0.19,-0.30,0.53,Mouse
-0.19,-0.30,0.54,Mouse
-0.20,-0.29,0.52,Mouse
-0.20,-0.29,0.53,Mouse
-0.19,-0.30,0.51,Mouse
-0.19,-0.29,0.52,Mouse
-0.18,-0.29,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.18,-0.27,0.51,Mouse
-0.19,-0.30,0.51,Mouse
-0.20,-0.30,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.18,-0.30,0.52,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.30,0.53,Mouse
-0.19,-0.31,0.51,Mouse
-0.20,-0.30,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.18,-0.29,0.52,Mouse
-0.19,-0.30,0.51,Mouse
-0.19,-0.31,0.52,Mouse
-0.18,-0.31,0.52,Mouse
-0.18,-0.29,0.51,Mouse
-0.19,-0.30,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.29,0.53,Mouse
-0.18,-0.29,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.30,0.53,Mouse
-0.19,-0.30,0.52,Mouse
-0.18,-0.29,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.18,-0.29,0.52,Mouse
-0.18,-0.29,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.18,-0.30,0.52,Mouse
-0.19,-0.29,0.53,Mouse
-0.18,-0.30,0.53,Mouse
-0.19,-0.29,0.52,Mouse
-0.18,-0.30,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.18,-0.30,0.52,Mouse
-0.19,-0.30,0.53,Mouse
-0.19,-0.30,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.28,0.51,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.30,0.53,Mouse
-0.18,-0.30,0.51,Mouse
-0.18,-0.30,0.52,Mouse
-0.18,-0.30,0.52,Mouse
-0.19,-0.30,0.52,Mouse
-0.18,-0.30,0.52,Mouse
-0.18,-0.29,0.52,Mouse
-0.18,-0.31,0.52,Mouse
-0.19,-0.25,0.54,Mouse
-0.16,-0.26,0.52,Mouse
-0.19,-0.26,0.52,Mouse
-0.20,-0.24,0.53,Mouse
-0.17,-0.25,0.53,Mouse
-0.22,-0.19,0.55,Mouse
-0.26,-0.23,0.55,Mouse
-0.21,-0.30,0.51,Mouse
-0.18,-0.27,0.52,Mouse
-0.19,-0.28,0.53,Mouse
-0.21,-0.28,0.53,Mouse
-0.20,-0.28,0.53,Mouse
-0.19,-0.28,0.53,Mouse
-0.21,-0.28,0.53,Mouse
-0.19,-0.28,0.52,Mouse
-0.20,-0.28,0.52,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.28,0.52,Mouse
-0.19,-0.32,0.51,Mouse
-0.20,-0.31,0.51,Mouse
-0.18,-0.28,0.53,Mouse
-0.19,-0.31,0.51,Mouse
-0.20,-0.31,0.52,Mouse
-0.20,-0.31,0.52,Mouse
-0.19,-0.26,0.52,Mouse
-0.18,-0.27,0.51,Mouse
-0.19,-0.29,0.52,Mouse
-0.19,-0.21,0.54,Mouse
-0.20,-0.23,0.53,Mouse
-0.19,-0.24,0.53,Mouse
-0.20,-0.24,0.54,Mouse
-0.19,-0.25,0.51,Mouse
-0.19,-0.23,0.54,Mouse
-0.78,-0.47,0.04,Celular
-0.67,-0.22,0.21,Celular
-0.63,-0.24,0.30,Celular
-0.72,-0.22,0.19,Celular
-0.73,-0.17,0.17,Celular
-0.64,-0.21,0.31,Celular
-0.63,-0.24,0.28,Celular
-0.62,-0.33,0.29,Celular
-0.63,-0.30,0.28,Celular
-0.62,-0.24,0.32,Celular
-0.67,-0.32,0.24,Celular
-0.72,-0.20,0.23,Celular
-0.76,-0.13,0.16,Celular
-0.73,-0.20,0.21,Celular
-0.72,-0.05,0.22,Celular
-0.70,-0.07,0.25,Celular
-0.72,-0.06,0.25,Celular
-0.71,-0.06,0.25,Celular
-0.71,-0.07,0.24,Celular
-0.73,-0.06,0.25,Celular
-0.72,-0.07,0.25,Celular
-0.71,-0.06,0.24,Celular
-0.72,-0.06,0.21,Celular
-0.72,-0.08,0.22,Celular
-0.73,-0.09,0.23,Celular
-0.72,-0.07,0.22,Celular
-0.72,-0.08,0.23,Celular
-0.72,-0.06,0.23,Celular
-0.71,-0.06,0.23,Celular
-0.71,-0.06,0.23,Celular
-0.72,-0.10,0.22,Celular
-0.72,-0.08,0.21,Celular
-0.71,-0.06,0.24,Celular
-0.72,-0.04,0.22,Celular
-0.71,-0.10,0.35,Celular
-0.74,-0.08,0.20,Celular
-0.73,-0.05,0.22,Celular
-0.73,-0.03,0.19,Celular
-0.74,-0.09,0.20,Celular
-0.70,-0.08,0.25,Celular
-0.73,-0.03,0.22,Celular
-0.72,-0.05,0.23,Celular
-0.72,-0.06,0.22,Celular
-0.71,-0.05,0.24,Celular
-0.74,-0.03,0.21,Celular
-0.72,-0.05,0.22,Celular
-0.72,-0.03,0.23,Celular
-0.72,-0.04,0.23,Celular
-0.72,-0.04,0.22,Celular
-0.72,-0.04,0.22,Celular
-0.72,-0.02,0.23,Celular
-0.72,-0.02,0.22,Celular
-0.72,-0.03,0.22,Celular
-0.71,-0.01,0.23,Celular
-0.71,-0.03,0.25,Celular
-0.72,-0.04,0.23,Celular
-0.71,-0.03,0.23,Celular
-0.71,-0.04,0.23,Celular
-0.71,-0.02,0.23,Celular
-0.71,-0.03,0.25,Celular
-0.70,-0.03,0.22,Celular
-0.67,0.06,0.25,Celular
-0.65,0.03,0.28,Celular
-0.67,0.06,0.37,Celular
-0.73,-0.28,0.16,Celular
-0.74,-0.01,0.24,Celular
-0.71,0.16,0.23,Celular
-0.71,0.08,0.25,Celular
-0.74,-0.02,0.22,Celular
-0.74,0.02,0.20,Celular
-0.73,0.01,0.20,Celular
-0.73,0.02,0.19,Celular
-0.72,0.01,0.22,Celular
-0.74,0.03,0.23,Celular
-0.73,0.03,0.22,Celular
-0.73,0.01,0.23,Celular
-0.73,0.02,0.21,Celular
-0.73,0.03,0.24,Celular
-0.73,0.03,0.22,Celular
-0.73,0.04,0.23,Celular
-0.72,0.03,0.22,Celular
-0.73,0.03,0.23,Celular
-0.72,0.04,0.23,Celular
-0.73,0.04,0.23,Celular
-0.73,0.04,0.23,Celular
-0.73,0.04,0.23,Celular
-0.73,0.03,0.22,Celular
-0.72,0.04,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.22,Celular
-0.73,0.03,0.22,Celular
-0.74,0.02,0.24,Celular
-0.73,0.05,0.25,Celular
-0.72,0.06,0.23,Celular
-0.71,0.08,0.23,Celular
-0.71,0.08,0.23,Celular
-0.72,0.08,0.21,Celular
-0.72,0.08,0.23,Celular
-0.71,0.09,0.24,Celular
-0.72,0.09,0.22,Celular
-0.72,0.07,0.23,Celular
-0.72,0.08,0.22,Celular
-0.71,0.07,0.22,Celular
-0.72,0.07,0.23,Celular
-0.72,0.07,0.23,Celular
-0.72,0.07,0.23,Celular
-0.71,0.07,0.22,Celular
-0.72,0.08,0.25,Celular
-0.72,0.07,0.23,Celular
-0.71,0.09,0.23,Celular
-0.71,0.08,0.23,Celular
-0.72,0.08,0.23,Celular
-0.71,0.08,0.23,Celular
-0.71,0.07,0.23,Celular
-0.72,0.08,0.23,Celular
-0.71,0.06,0.24,Celular
-0.72,0.08,0.24,Celular
-0.71,0.08,0.23,Celular
-0.71,0.08,0.24,Celular
-0.72,0.07,0.22,Celular
-0.68,0.26,0.24,Celular
-0.69,0.29,0.21,Celular
-0.71,0.12,0.21,Celular
-0.72,-0.01,0.22,Celular
-0.72,0.01,0.22,Celular
-0.71,0.04,0.23,Celular
-0.71,0.03,0.25,Celular
-0.71,0.02,0.21,Celular
-0.73,0.02,0.26,Celular
-0.74,-0.15,0.24,Celular
-0.73,-0.10,0.22,Celular
-0.72,-0.11,0.22,Celular
-0.74,-0.14,0.23,Celular
-0.72,-0.06,0.23,Celular
-0.72,-0.06,0.24,Celular
-0.73,-0.06,0.22,Celular
-0.72,-0.04,0.24,Celular
-0.73,-0.05,0.22,Celular
-0.73,-0.05,0.20,Celular
-0.73,-0.01,0.22,Celular
-0.72,-0.01,0.23,Celular
-0.72,-0.01,0.23,Celular
-0.72,-0.01,0.23,Celular
-0.73,-0.01,0.23,Celular
-0.72,-0.00,0.22,Celular
-0.72,-0.01,0.23,Celular
-0.75,-0.06,0.24,Celular
-0.72,0.00,0.22,Celular
-0.73,-0.02,0.24,Celular
-0.72,0.01,0.23,Celular
-0.72,-0.00,0.23,Celular
-0.72,0.01,0.23,Celular
-0.72,0.00,0.22,Celular
-0.73,0.01,0.23,Celular
-0.72,0.00,0.23,Celular
-0.73,-0.09,0.20,Celular
-0.72,-0.01,0.24,Celular
-0.72,-0.03,0.22,Celular
-0.72,-0.04,0.23,Celular
-0.74,-0.04,0.23,Celular
-0.72,-0.01,0.25,Celular
-0.74,-0.06,0.22,Celular
-0.71,-0.11,0.17,Celular
-0.74,-0.02,0.24,Celular
-0.65,-0.03,0.32,Celular
-0.70,-0.11,0.21,Celular
-0.69,-0.23,0.21,Celular
-0.71,-0.17,0.20,Celular
-0.71,-0.17,0.23,Celular
-0.71,-0.19,0.20,Celular
-0.71,-0.09,0.26,Celular
-0.73,-0.14,0.20,Celular
-0.73,-0.09,0.24,Celular
-0.73,-0.08,0.23,Celular
-0.73,-0.09,0.24,Celular
-0.71,-0.05,0.23,Celular
-0.73,-0.05,0.23,Celular
-0.72,-0.05,0.24,Celular
-0.72,-0.01,0.27,Celular
-0.72,-0.02,0.23,Celular
-0.71,-0.06,0.25,Celular
-0.73,-0.07,0.23,Celular
-0.72,-0.08,0.23,Celular
-0.72,-0.01,0.22,Celular
-0.73,-0.08,0.24,Celular
-0.70,-0.08,0.23,Celular
-0.71,-0.06,0.24,Celular
-0.71,-0.09,0.24,Celular
-0.72,-0.11,0.27,Celular
-0.71,-0.05,0.25,Celular
-0.72,-0.05,0.24,Celular
-0.73,-0.07,0.23,Celular
-0.72,-0.06,0.23,Celular
-0.71,-0.04,0.25,Celular
-0.72,-0.07,0.25,Celular
-0.71,-0.04,0.24,Celular
-0.71,0.00,0.24,Celular
-0.71,0.00,0.26,Celular
-0.71,0.01,0.19,Celular
-0.71,0.03,0.23,Celular
-0.71,0.00,0.26,Celular
-0.71,-0.04,0.24,Celular
-0.72,-0.08,0.24,Celular
-0.72,-0.07,0.23,Celular
-0.72,-0.09,0.24,Celular
-0.71,-0.07,0.20,Celular
-0.73,-0.18,0.18,Celular
-0.74,-0.15,0.21,Celular
-0.73,-0.10,0.21,Celular
-0.72,-0.10,0.23,Celular
-0.73,-0.08,0.22,Celular
-0.72,-0.09,0.22,Celular
-0.72,-0.11,0.20,Celular
-0.74,-0.07,0.23,Celular
-0.73,-0.11,0.23,Celular
-0.74,-0.07,0.21,Celular
-0.74,-0.03,0.09,Celular
-0.73,-0.04,0.23,Celular
-0.74,-0.02,0.25,Celular
-0.73,-0.02,0.21,Celular
-0.74,-0.05,0.21,Celular
-0.72,-0.21,0.17,Celular
-0.71,-0.16,0.24,Celular
-0.71,-0.18,0.24,Celular
-0.71,-0.14,0.23,Celular
-0.73,-0.15,0.19,Celular
-0.72,-0.15,0.20,Celular
-0.72,-0.16,0.23,Celular
-0.72,-0.16,0.23,Celular
-0.72,-0.15,0.23,Celular
-0.72,-0.14,0.22,Celular
-0.72,-0.13,0.24,Celular
-0.73,-0.16,0.20,Celular
-0.72,-0.14,0.23,Celular
-0.72,-0.13,0.21,Celular
-0.72,-0.16,0.22,Celular
-0.73,-0.14,0.19,Celular
-0.73,-0.12,0.22,Celular
-0.72,-0.14,0.22,Celular
-0.72,-0.15,0.21,Celular
-0.72,-0.16,0.21,Celular
-0.72,-0.15,0.23,Celular
-0.72,-0.13,0.21,Celular
-0.72,-0.13,0.23,Celular
-0.72,-0.14,0.22,Celular
-0.72,-0.14,0.21,Celular
-0.73,-0.18,0.19,Celular
-0.72,-0.14,0.21,Celular
-0.73,-0.09,0.17,Celular
-0.61,-0.38,0.29,Celular
-0.67,-0.34,0.25,Celular
-0.74,-0.09,0.21,Celular
-0.76,-0.08,0.15,Celular
-0.69,0.02,0.29,Celular
-0.70,0.07,0.32,Celular
-0.70,0.07,0.24,Celular
-0.72,0.08,0.22,Celular
-0.70,-0.10,0.24,Celular
-0.74,-0.03,0.17,Celular
-0.74,-0.09,0.21,Celular
-0.72,-0.04,0.22,Celular
-0.72,-0.09,0.26,Celular
-0.72,-0.08,0.23,Celular
-0.72,-0.09,0.21,Celular
-0.72,-0.08,0.22,Celular
-0.73,-0.09,0.21,Celular
-0.73,-0.08,0.24,Celular
-0.72,-0.07,0.21,Celular
-0.72,-0.11,0.22,Celular
-0.72,-0.08,0.25,Celular
-0.72,-0.09,0.22,Celular
-0.73,-0.10,0.21,Celular
-0.72,-0.10,0.22,Celular
-0.74,-0.09,0.23,Celular
-0.72,-0.12,0.18,Celular
-0.73,-0.11,0.21,Celular
-0.72,-0.10,0.22,Celular
-0.70,-0.10,0.23,Celular
-0.71,-0.10,0.22,Celular
-0.73,-0.10,0.21,Celular
-0.72,-0.11,0.23,Celular
-0.71,-0.06,0.25,Celular
-0.72,-0.10,0.23,Celular
-0.72,-0.09,0.22,Celular
-0.72,-0.08,0.24,Celular
-0.73,-0.08,0.24,Celular
-0.73,-0.08,0.20,Celular
-0.72,-0.08,0.25,Celular
-0.73,-0.09,0.23,Celular
-0.73,-0.08,0.24,Celular
-0.70,-0.10,0.30,Celular
-0.72,-0.12,0.22,Celular
-0.73,-0.26,0.17,Celular
-0.73,-0.26,0.22,Celular
-0.73,-0.28,0.14,Celular
-0.70,-0.06,0.26,Celular
-0.72,-0.13,0.26,Celular
-0.68,-0.11,0.19,Celular
-0.73,-0.10,0.24,Celular
-0.72,-0.08,0.21,Celular
-0.72,-0.08,0.24,Celular
-0.71,-0.10,0.22,Celular
-0.71,-0.09,0.22,Celular
-0.70,-0.07,0.26,Celular
-0.70,-0.08,0.25,Celular
-0.71,-0.10,0.23,Celular
-0.71,-0.09,0.25,Celular
-0.71,-0.08,0.23,Celular
-0.71,-0.10,0.23,Celular
-0.72,-0.10,0.24,Celular
-0.71,-0.09,0.24,Celular
-0.71,-0.10,0.23,Celular
-0.71,-0.10,0.24,Celular
-0.71,-0.10,0.23,Celular
-0.70,-0.05,0.22,Celular
-0.71,-0.08,0.24,Celular
-0.71,-0.09,0.24,Celular
-0.70,-0.08,0.25,Celular
-0.72,-0.10,0.24,Celular
-0.71,-0.08,0.24,Celular
-0.71,-0.10,0.25,Celular
-0.70,-0.07,0.26,Celular
-0.70,-0.08,0.25,Celular
-0.70,-0.08,0.25,Celular
-0.71,-0.09,0.25,Celular
-0.71,-0.05,0.24,Celular
-0.70,-0.05,0.25,Celular
-0.71,-0.05,0.24,Celular
-0.71,-0.05,0.25,Celular
-0.72,0.01,0.25,Celular
-0.72,-0.08,0.26,Celular
-0.72,-0.10,0.24,Celular
-0.72,-0.09,0.21,Celular
-0.72,-0.12,0.20,Celular
-0.73,-0.05,0.23,Celular
-0.72,-0.07,0.25,Celular
-0.72,-0.10,0.18,Celular
-0.72,-0.07,0.21,Celular
-0.71,-0.08,0.24,Celular
-0.72,-0.07,0.24,Celular
-0.70,-0.05,0.30,Celular
-0.71,-0.10,0.23,Celular
-0.69,-0.01,0.20,Celular
-0.69,-0.10,0.24,Celular
-0.71,-0.05,0.23,Celular
-0.72,-0.07,0.24,Celular
-0.72,-0.10,0.23,Celular
-0.72,-0.08,0.25,Celular
-0.71,-0.13,0.34,Celular
-0.71,-0.04,0.26,Celular
-0.71,-0.05,0.24,Celular
-0.70,-0.06,0.26,Celular
-0.70,-0.05,0.25,Celular
-0.71,-0.14,0.24,Celular
-0.73,-0.17,0.26,Celular
-0.70,-0.08,0.26,Celular
-0.71,-0.10,0.24,Celular
-0.71,-0.10,0.23,Celular
-0.72,-0.08,0.22,Celular
-0.71,-0.08,0.23,Celular
-0.72,-0.09,0.24,Celular
-0.71,-0.10,0.24,Celular
-0.71,-0.09,0.24,Celular
-0.72,-0.07,0.24,Celular
-0.72,-0.06,0.23,Celular
-0.71,-0.08,0.23,Celular
-0.71,-0.13,0.23,Celular
-0.71,-0.09,0.25,Celular
-0.72,-0.10,0.23,Celular
-0.72,-0.07,0.24,Celular
-0.70,-0.15,0.26,Celular
-0.71,-0.08,0.25,Celular
-0.72,-0.15,0.26,Celular
-0.70,-0.07,0.24,Celular
-0.72,-0.16,0.27,Celular
-0.71,-0.10,0.23,Celular
-0.72,-0.09,0.20,Celular
-0.73,-0.02,0.32,Celular
-0.71,-0.06,0.21,Celular
-0.71,-0.06,0.23,Celular
-0.72,-0.08,0.25,Celular
-0.72,-0.05,0.22,Celular
-0.72,-0.05,0.25,Celular
-0.71,-0.07,0.25,Celular
-0.71,-0.07,0.23,Celular
-0.71,-0.08,0.24,Celular
-0.72,-0.07,0.24,Celular
-0.71,-0.03,0.25,Celular
-0.66,-0.05,0.27,Celular
-0.72,-0.07,0.24,Celular
-0.72,-0.06,0.24,Celular
-0.73,-0.03,0.29,Celular
-0.70,0.00,0.21,Celular
-0.71,-0.04,0.24,Celular
-0.71,-0.05,0.24,Celular
-0.72,-0.07,0.22,Celular
-0.71,-0.07,0.24,Celular
-0.72,-0.07,0.24,Celular
-0.72,-0.05,0.22,Celular
-0.72,-0.06,0.23,Celular
-0.73,-0.08,0.23,Celular
-0.72,-0.06,0.23,Celular
-0.73,-0.06,0.23,Celular
-0.73,-0.06,0.23,Celular
-0.71,-0.06,0.22,Celular
-0.72,-0.07,0.27,Celular
-0.72,-0.04,0.24,Celular
-0.72,-0.05,0.25,Celular
-0.72,-0.06,0.20,Celular
-0.72,-0.07,0.22,Celular
-0.72,-0.07,0.23,Celular
-0.72,-0.06,0.27,Celular
-0.72,-0.07,0.22,Celular
-0.72,-0.07,0.23,Celular
-0.72,-0.07,0.22,Celular
-0.72,-0.07,0.22,Celular
-0.72,-0.07,0.25,Celular
-0.71,-0.07,0.22,Celular
-0.72,-0.07,0.23,Celular
-0.73,-0.04,0.24,Celular
-0.71,-0.05,0.22,Celular
-0.73,-0.04,0.23,Celular
-0.71,-0.01,0.25,Celular
-0.71,-0.00,0.24,Celular
-0.71,-0.02,0.27,Celular
-0.70,-0.03,0.23,Celular
-0.71,-0.03,0.24,Celular
-0.71,-0.02,0.25,Celular
-0.70,-0.07,0.27,Celular
-0.71,-0.05,0.22,Celular
-0.72,-0.03,0.24,Celular
-0.70,-0.01,0.21,Celular
-0.72,-0.02,0.27,Celular
-0.73,0.04,0.18,Celular
-0.70,-0.02,0.28,Celular
-0.71,0.03,0.22,Celular
-0.71,0.02,0.23,Celular
-0.71,0.01,0.30,Celular
-0.72,-0.01,0.23,Celular
-0.70,-0.01,0.26,Celular
-0.71,0.01,0.25,Celular
-0.71,0.02,0.26,Celular
